name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
BURDICK Cierra,Female,United States of America,United States of America,['3x3 Basketball'],['Women'],31,Yes,Yes,1
FREDETTE Jimmer,Male,United States of America,United States of America,['3x3 Basketball'],['Men'],35,Yes,No,0
MADDOX Kareem,Male,United States of America,United States of America,['3x3 Basketball'],['Men'],35,Yes,No,0
TRAVIS Dylan,Male,United States of America,United States of America,['3x3 Basketball'],['Men'],31,Yes,No,0
van LITH Hailey,Female,United States of America,United States of America,['3x3 Basketball'],['Women'],23,Yes,Yes,1
ABADIA Adrian,Male,Spain,Spain,['Diving'],"[""Men's Synchronised 3m Springboard""]",22,No,No,0
ANTOLINO Valeria,Female,Spain,Spain,['Diving'],"[""Women's 3m Springboard""]",22,No,No,0
CARVAJAL Ana,Female,Spain,Spain,['Diving'],"[""Women's 10m Platform""]",18,No,No,0
GARCIA BOISSIER Nicolas,Male,Spain,Spain,['Diving'],"[""Men's Synchronised 3m Springboard""]",29,No,No,0
de VALDES ALVAREZ Maria,Female,Spain,Spain,['Marathon Swimming'],"[""Women's 10km""]",26,Yes,No,0
MARTINEZ GUILLEN Angela,Female,Spain,Spain,['Marathon Swimming'],"[""Women's 10km""]",20,Yes,No,0
FERRE GASET Txell,Female,Spain,Spain,['Artistic Swimming'],['Team'],18,Yes,Yes,1
GARCIA POLO Marina,Female,Spain,Spain,['Artistic Swimming'],['Team'],20,Yes,Yes,1
LLUIS VALETTE Lilou,Female,Spain,Spain,['Artistic Swimming'],['Team'],18,Yes,Yes,1
MAS PUJADAS Meritxell,Female,Spain,Spain,['Artistic Swimming'],['Team'],30,Yes,Yes,1
OZHOGINA OZHOGIN Alisa,Female,Spain,Spain,['Artistic Swimming'],"['Team', 'Duet']",24,Yes,Yes,1
RAMIREZ IBANEZ Paula,Female,Spain,Spain,['Artistic Swimming'],['Team'],28,Yes,Yes,1
SALDANA LOPEZ Sara,Female,Spain,Spain,['Artistic Swimming'],['Team'],24,Yes,Yes,1
TIO CASAS Iris,Female,Spain,Spain,['Artistic Swimming'],"['Team', 'Duet']",22,Yes,Yes,1
TOLEDANO LAUT Blanca,Female,Spain,Spain,['Artistic Swimming'],['Team'],24,Yes,Yes,1
CABANES GARZAS Laura,Female,Spain,Spain,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 200m Butterfly""]",18,No,No,0
CAMPABADAL AMEZCUA Ainhoa,Female,Spain,Spain,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",21,No,No,0
CARRASCO CADENS Emma,Female,Spain,Spain,['Swimming'],"[""Women's 200m Individual Medley"", ""Women's 400m Individual Medley""]",19,Yes,No,0
CASTRO VALLE Cesar,Male,Spain,Spain,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",25,Yes,No,0
COLL MARTI Carles,Male,Spain,Spain,['Swimming'],"[""Men's 4 x 100m Medley Relay"", 'Relay Only Athlete']",23,Yes,No,0
DAZA GARCIA Maria,Female,Spain,Spain,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",17,No,No,0
de CELIS MONTALBAN Sergio,Male,Spain,Spain,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",24,Yes,No,0
DOMINGUEZ Luis,Male,Spain,Spain,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",21,Yes,No,0
GARACH BENITO Carlos,Male,Spain,Spain,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 4 x 200m Freestyle Relay"", ""Men's 800m Freestyle""]",20,Yes,No,0
GONZALEZ ALVAREZ Arbidel,Male,Spain,Spain,['Swimming'],"[""Men's 200m Butterfly""]",22,Yes,No,0
GONZALEZ de OLIVEIRA Hugo,Male,Spain,Spain,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", ""Men's 200m Individual Medley"", ""Men's 4 x 100m Medley Relay""]",25,Yes,No,0
HERRERO LAZARO Alba,Female,Spain,Spain,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",22,Yes,No,0
JULIA TOUS Ferran,Male,Spain,Spain,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",24,No,No,0
JUSTE SANCHEZ Paula,Female,Spain,Spain,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",21,Yes,No,0
MOLLA YANES Mario,Male,Spain,Spain,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",22,Yes,No,0
VALL MONTERO Jessica,Female,Spain,Spain,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",36,No,No,0
WEILER SASTRE Carmen,Female,Spain,Spain,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke""]",20,Yes,No,0
ZAMORANO SANZ Africa,Female,Spain,Spain,['Swimming'],"[""Women's 200m Backstroke""]",26,No,No,0
AGUIRRE Unai,Male,Spain,Spain,['Water Polo'],['Men'],22,Yes,No,0
BIEL LARA Unai,Male,Spain,Spain,['Water Polo'],['Men'],22,Yes,No,0
BUSTOS SANCHEZ Alejandro,Male,Spain,Spain,['Water Polo'],['Men'],27,Yes,No,0
CABANAS PEGADO Sergi,Male,Spain,Spain,['Water Polo'],['Men'],28,Yes,No,0
CAMUS Paula,Female,Spain,Spain,['Water Polo'],['Women'],22,Yes,Yes,1
CRESPI BARRIGA Paula,Female,Spain,Spain,['Water Polo'],['Women'],26,Yes,Yes,1
de TORO DOMINGUEZ Miguel,Male,Spain,Spain,['Water Polo'],['Men'],31,Yes,No,0
ESPAR LLAQUET Anni,Female,Spain,Spain,['Water Polo'],['Women'],31,Yes,Yes,1
ESTER RAMOS Laura,Female,Spain,Spain,['Water Polo'],['Women'],34,Yes,Yes,1
FAMERA Martin,Male,Spain,Spain,['Water Polo'],['Men'],36,Yes,No,0
FORCA ARIZA Judith,Female,Spain,Spain,['Water Polo'],['Women'],28,Yes,Yes,1
GARCIA GODOY Maica,Female,Spain,Spain,['Water Polo'],['Women'],34,Yes,Yes,1
GRANADOS ORTEGA Alvaro,Male,Spain,Spain,['Water Polo'],['Men'],26,Yes,No,0
LARUMBE GONFAUS Marc,Male,Spain,Spain,['Water Polo'],['Men'],30,Yes,No,0
LEITON ARRONES Paula,Female,Spain,Spain,['Water Polo'],['Women'],24,Yes,Yes,1
LORRIO Eduardo,Male,Spain,Spain,['Water Polo'],['Men'],31,Yes,No,0
MUNARRIZ EGANA Alberto,Male,Spain,Spain,['Water Polo'],['Men'],30,Yes,No,0
ORTIZ Bea,Female,Spain,Spain,['Water Polo'],['Women'],29,Yes,Yes,1
PENA Pili,Female,Spain,Spain,['Water Polo'],['Women'],38,Yes,Yes,1
PEREZ VIVAS Nona,Female,Spain,Spain,['Water Polo'],['Women'],21,Yes,Yes,1
PERRONE ROCHA Felipe,Male,Spain,Spain,['Water Polo'],['Men'],38,Yes,No,0
PIRALKOVA COELLO Isabel,Female,Spain,Spain,['Water Polo'],['Women'],19,Yes,Yes,1
RUIZ BARRIL Elena,Female,Spain,Spain,['Water Polo'],['Women'],20,Yes,Yes,1
SANAHUJA Bernat,Male,Spain,Spain,['Water Polo'],['Men'],24,Yes,No,0
TAHULL COMPTE Roger,Male,Spain,Spain,['Water Polo'],['Men'],27,Yes,No,0
TERRE Martina,Female,Spain,Spain,['Water Polo'],['Women'],22,Yes,Yes,1
NAPOLES Cristian,Male,Cuba,Cuba,['Athletics'],"[""Men's Triple Jump""]",26,Yes,No,0
CUNHA TAVARES CARDOSO Beatriz,Female,Brazil,Brazil,['Rowing'],"[""Women's Single Sculls""]",29,No,No,0
VERTHEIN FERREIRA Lucas,Male,Brazil,Brazil,['Rowing'],"[""Men's Single Sculls""]",26,Yes,No,0
IAKOPO Filomenaleonisa,Female,American Samoa,United States of America,['Athletics'],"[""Women's 100m""]",18,Yes,No,0
SILVA Bianca,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],26,Yes,No,0
LIMA Gabriela,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],30,Yes,No,0
GOMES dos SANTOS Gisele,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],21,Yes,No,0
LOPES Isadora,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],27,No,No,0
dos SANTOS SILVA Leila,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],28,No,No,0
CAMPOS Luiza,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],34,Yes,No,0
SOUZA Marcelle,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],28,Yes,No,0
NICOLAU Mariana,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],27,Yes,No,0
FIORAVANTI Marina,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],31,Yes,No,0
SILVA Milena,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],24,Yes,No,0
KOCHHANN Raquel,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],32,Yes,No,0
COSTA Thalia,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],27,No,No,0
da SILVA COSTA Thalita,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],27,Yes,No,0
SOARES Yasmim,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],25,Yes,No,0
OLIVEIRA Ingrid,Female,Brazil,Brazil,['Diving'],"[""Women's 10m Platform""]",28,No,No,0
AMOS Riley,Male,United States of America,United States of America,['Cycling Mountain Bike'],"[""Men's Cross-country""]",22,No,No,0
BLUNK Savilia,Female,United States of America,United States of America,['Cycling Mountain Bike'],"[""Women's Cross-country""]",25,No,No,0
BATTEN Haley,Female,United States of America,United States of America,['Cycling Mountain Bike'],"[""Women's Cross-country""]",26,Yes,Yes,1
BENEGAS Perris,Female,United States of America,United States of America,['Cycling BMX Freestyle'],"[""Women's Park""]",29,No,Yes,1
BLEVINS Christopher,Male,United States of America,United States of America,['Cycling Mountain Bike'],"[""Men's Cross-country""]",26,No,No,0
CHRISTOPHER Marcus,Male,United States of America,United States of America,['Cycling BMX Freestyle'],"[""Men's Park""]",22,No,No,0
CUMMINS Olivia,Female,United States of America,United States of America,['Cycling Track'],"[""Women's Team Pursuit""]",21,Yes,Yes,1
DOWELL Justin,Male,United States of America,United States of America,['Cycling BMX Freestyle'],"[""Men's Park""]",24,No,No,0
DYGERT Chloe,Female,United States of America,United States of America,"['Cycling Road', 'Cycling Track']","[""Women's Road Race"", ""Women's Individual Time Trial"", ""Women's Team Pursuit""]",27,Yes,Yes,2
EHRLICH Emily,Female,United States of America,United States of America,['Cycling Track'],"[""Women's Team Pursuit""]",31,No,Yes,1
FAULKNER Kristen,Female,United States of America,United States of America,"['Cycling Road', 'Cycling Track']","[""Women's Road Race"", ""Women's Team Pursuit""]",32,No,Yes,2
JORGENSON Matteo,Male,United States of America,United States of America,['Cycling Road'],"[""Men's Road Race""]",25,No,No,0
KOONTZ Grant,Male,United States of America,United States of America,['Cycling Track'],"[""Men's Omnium""]",30,No,No,0
LARSEN Kamren,Male,United States of America,United States of America,['Cycling BMX Racing'],['Men'],25,No,No,0
McNULTY Brandon,Male,United States of America,United States of America,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",26,No,No,0
RIDENOUR Payton,Female,United States of America,United States of America,['Cycling BMX Racing'],['Women'],22,No,No,0
ROBERTS Hannah,Female,United States of America,United States of America,['Cycling BMX Freestyle'],"[""Women's Park""]",23,Yes,No,0
SHEFFIELD Magnus,Male,United States of America,United States of America,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",22,No,No,0
SMITH Jeremy,Male,United States of America,United States of America,['Cycling BMX Racing'],['Men'],30,No,No,0
STANCIL Felicia,Female,United States of America,United States of America,['Cycling BMX Racing'],['Women'],29,Yes,No,0
VALENTE Jennifer,Female,United States of America,United States of America,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",30,No,Yes,2
VAUGHN Daleny,Female,United States of America,United States of America,['Cycling BMX Racing'],['Women'],23,No,No,0
WILLIAMS Lily,Female,United States of America,United States of America,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",30,No,Yes,1
WILLOUGHBY Alise,Female,United States of America,United States of America,['Cycling BMX Racing'],['Women'],33,Yes,No,0
WOOD Cameron,Male,United States of America,United States of America,['Cycling BMX Racing'],['Men'],23,Yes,No,0
EICHFELD Casey,Male,United States of America,United States of America,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",35,No,No,0
ECKER Jonas,Male,United States of America,United States of America,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",22,Yes,No,0
HARRISON Nevin,Female,United States of America,United States of America,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",22,Yes,Yes,1
LEIBFARTH Evy,Female,United States of America,United States of America,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Single"", ""Women's Kayak Cross""]",20,Yes,Yes,1
SMALL Aaron,Male,United States of America,United States of America,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",23,No,No,0
MASEI Micah,Male,American Samoa,United States of America,['Swimming'],"[""Men's 100m Breaststroke""]",25,Yes,No,0
BRAVO Elizabeth,Female,Ecuador,Ecuador,['Triathlon'],"[""Women's Individual""]",37,No,No,0
BROOKS Aaron Marquel,Male,United States of America,United States of America,['Wrestling'],"[""Men's Freestyle 86kg""]",24,Yes,Yes,1
COON Adam Jacob,Male,United States of America,United States of America,['Wrestling'],"[""Men's Greco-Roman 130kg""]",30,Yes,No,0
ELOR Amit,Female,United States of America,United States of America,['Wrestling'],"[""Women's Freestyle 68kg""]",20,Yes,Yes,1
BEY Kamal Ameer,Male,United States of America,United States of America,['Wrestling'],"[""Men's Greco-Roman 77kg""]",26,No,No,0
BLADES Kennedy Alexis,Female,United States of America,United States of America,['Wrestling'],"[""Women's Freestyle 76kg""]",21,Yes,Yes,1
DAKE Kyle Douglas,Male,United States of America,United States of America,['Wrestling'],"[""Men's Freestyle 74kg""]",33,Yes,Yes,1
JACOBSON Payton Jon,Male,United States of America,United States of America,['Wrestling'],"[""Men's Greco-Roman 87kg""]",22,No,No,0
HILDEBRANDT Sarah Ann,Female,United States of America,United States of America,['Wrestling'],"[""Women's Freestyle 50kg""]",31,Yes,Yes,1
LEE Spencer Richard,Male,United States of America,United States of America,['Wrestling'],"[""Men's Freestyle 57kg""]",26,No,Yes,1
MAROULIS Helen Louise,Female,United States of America,United States of America,['Wrestling'],"[""Women's Freestyle 57kg""]",33,Yes,Yes,1
MIRACLE Kayla Colleen,Female,United States of America,United States of America,['Wrestling'],"[""Women's Freestyle 62kg""]",28,No,No,0
PARRIS Mason Mark,Male,United States of America,United States of America,['Wrestling'],"[""Men's Freestyle 125kg""]",25,No,No,0
PARRISH Dominique Olivia,Female,United States of America,United States of America,['Wrestling'],"[""Women's Freestyle 53kg""]",28,Yes,No,0
RAU Josef Patrick,Male,United States of America,United States of America,['Wrestling'],"[""Men's Greco-Roman 97kg""]",33,Yes,No,0
RETHERFORD Zain Allen,Male,United States of America,United States of America,['Wrestling'],"[""Men's Freestyle 65kg""]",29,No,No,0
SNYDER Kyle Frederick,Male,United States of America,United States of America,['Wrestling'],"[""Men's Freestyle 97kg""]",29,Yes,No,0
BEAUCHEMIN-PINARD Catherine,Female,Canada,Canada,['Judo'],"['Women -63 kg', 'Mixed Team']",30,Yes,No,0
DEGUCHI Christa,Female,Canada,Canada,['Judo'],"['Women -57 kg', 'Mixed Team']",29,Yes,Yes,1
MARGELIDON Arthur,Male,Canada,Canada,['Judo'],"['Men -73 kg', 'Mixed Team']",31,Yes,No,0
PORTUONDO ISASI Ana Laura,Female,Canada,Canada,['Judo'],"['Women +78 kg', 'Mixed Team']",28,Yes,No,0
ELNAHAS Shady,Male,Canada,Canada,['Judo'],"['Men -100 kg', 'Mixed Team']",26,Yes,No,0
DEGUCHI Kelly,Female,Canada,Canada,['Judo'],"['Women -52 kg', 'Mixed Team']",25,Yes,No,0
GAUTHIER DRAPEAU Francois,Male,Canada,Canada,['Judo'],"['Men -81 kg', 'Mixed Team']",26,Yes,No,0
XU Kerry,Female,United States of America,United States of America,['Badminton'],"[""Women's Doubles""]",25,Yes,No,0
SUNNY,Female,United States of America,United States of America,['Breaking'],['B-Girls'],36,No,No,0
LOGISTX,Female,United States of America,United States of America,['Breaking'],['B-Girls'],21,No,No,0
JEFFRO,Male,United States of America,United States of America,['Breaking'],['B-Boys'],30,No,No,0
VICTOR,Male,United States of America,United States of America,['Breaking'],['B-Boys'],30,No,Yes,1
ELLISON Brady,Male,United States of America,United States of America,['Archery'],"[""Men's Individual"", 'Mixed Team']",36,Yes,Yes,2
GNORIEGA Catalina,Female,United States of America,United States of America,['Archery'],"[""Women's Individual"", ""Women's Team""]",21,Yes,No,0
KAUFHOLD Casey,Female,United States of America,United States of America,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",20,Yes,Yes,1
MUCINO Jennifer,Female,United States of America,United States of America,['Archery'],"[""Women's Individual"", ""Women's Team""]",22,Yes,No,0
CHIU Vinson,Male,United States of America,United States of America,['Badminton'],"[""Men's Doubles"", 'Mixed Doubles']",26,Yes,No,0
GAI Jennie,Female,United States of America,United States of America,['Badminton'],['Mixed Doubles'],23,Yes,No,0
SHU Howard,Male,United States of America,United States of America,['Badminton'],"[""Men's Singles""]",34,No,No,0
XU Annie,Female,United States of America,United States of America,['Badminton'],"[""Women's Doubles""]",25,Yes,No,0
YUAN Joshua,Male,United States of America,United States of America,['Badminton'],"[""Men's Doubles""]",21,Yes,No,0
ZHANG Beiwen,Female,United States of America,United States of America,['Badminton'],"[""Women's Singles""]",34,Yes,No,0
EDWARDS Joshua,Male,United States of America,United States of America,['Boxing'],"[""Men's +92kg""]",24,Yes,No,0
GONZALEZ Jajaira,Female,United States of America,United States of America,['Boxing'],"[""Women's 60kg""]",27,Yes,No,0
HARVEY Jahmal,Male,United States of America,United States of America,['Boxing'],"[""Men's 57kg""]",22,Yes,No,0
HILL Roscoe,Male,United States of America,United States of America,['Boxing'],"[""Men's 51kg""]",30,Yes,No,0
JONES Omari,Male,United States of America,United States of America,['Boxing'],"[""Men's 71kg""]",22,Yes,Yes,1
LOZANO Jennifer,Female,United States of America,United States of America,['Boxing'],"[""Women's 50kg""]",22,Yes,No,0
McCANE Morelle,Female,United States of America,United States of America,['Boxing'],"[""Women's 66kg""]",29,Yes,No,0
MENDOZA Alyssa,Female,United States of America,United States of America,['Boxing'],"[""Women's 57kg""]",21,Yes,No,0
AKIO Augusto,Male,Brazil,Brazil,['Skateboarding'],"[""Men's Park""]",24,No,Yes,1
VARELLA Dora,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Park""]",23,No,No,0
GUSTAVO Felipe,Male,Brazil,Brazil,['Skateboarding'],"[""Men's Street""]",33,No,No,0
VIANNA Giovanni,Male,Brazil,Brazil,['Skateboarding'],"[""Men's Street""]",23,No,No,0
MAZETTO Gabi,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Street""]",27,No,No,0
PACHECO Isadora,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Park""]",19,No,No,0
LEAL Rayssa,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Street""]",16,No,Yes,1
HOEFLER Kelvin,Male,Brazil,Brazil,['Skateboarding'],"[""Men's Street""]",31,No,No,0
CINI Luigi,Male,Brazil,Brazil,['Skateboarding'],"[""Men's Park""]",22,No,No,0
BARROS Pedro,Male,Brazil,Brazil,['Skateboarding'],"[""Men's Park""]",29,No,No,0
ROSA Pamela,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Street""]",25,No,No,0
VENTURA Raicca,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Park""]",17,No,No,0
TOLEDO Filipe,Male,Brazil,Brazil,['Surfing'],['Men'],29,Yes,No,0
MEDINA Gabriel,Male,Brazil,Brazil,['Surfing'],['Men'],31,Yes,Yes,1
CHIANCA Joao,Male,Brazil,Brazil,['Surfing'],['Men'],24,No,No,0
SILVA Luana,Female,Brazil,Brazil,['Surfing'],['Women'],20,Yes,No,0
HINCKEL Taina,Female,Brazil,Brazil,['Surfing'],['Women'],21,Yes,No,0
WESTON-WEBB Tatiana,Female,Brazil,Brazil,['Surfing'],['Women'],28,Yes,Yes,1
FUKOFUKA Maleselo,Male,Tonga,Tonga,['Athletics'],"[""Men's 100m""]",19,Yes,No,0
SANTOS Caroline,Female,Brazil,Brazil,['Taekwondo'],['Women -67kg'],28,No,No,0
PONTES Edival,Male,Brazil,Brazil,['Taekwondo'],['Men -68kg'],27,Yes,Yes,1
RODRIGUES FERNANDES Henrique Marqu,Male,Brazil,Brazil,['Taekwondo'],['Men -80kg'],20,No,No,0
PACHECO Maria Clara,Female,Brazil,Brazil,['Taekwondo'],['Women -57kg'],21,No,No,0
STAUT Kevin,Male,France,France,[Equestrian],[Jumping Team],44,No,Yes,1
CARVELL Charlie,Male,Great Britain,Great Britain,[Athletics],[Men's 4 x 400m Relay],20,No,Yes,1
HADDAD MAIA Beatriz,Female,Brazil,Brazil,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",28,Yes,No,0
PIGOSSI Laura,Female,Brazil,Brazil,['Tennis'],"[""Women's Singles""]",30,Yes,No,0
STEFANI Luisa,Female,Brazil,Brazil,['Tennis'],"[""Women's Doubles"", 'Mixed Doubles']",27,Yes,No,0
MONTEIRO Thiago,Male,Brazil,Brazil,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",30,Yes,No,0
SEYBOTH WILD Thiago,Male,Brazil,Brazil,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",24,Yes,No,0
LAZAREV Aiaal,Male,Kyrgyzstan,Kyrgyzstan,['Wrestling'],"[""Men's Freestyle 125kg""]",38,No,No,0
BUCKLE Rayna,Female,Australia,Australia,['Artistic Swimming'],"['Team', 'Duet']",24,Yes,No,0
COURAGE-GARDINER Georgia,Female,Australia,Australia,['Artistic Swimming'],['Team'],21,Yes,No,0
GAZZARD Kiera,Female,Australia,Australia,['Artistic Swimming'],"['Team', 'Duet']",23,Yes,No,0
JOSEPH-KUO Margo,Female,Australia,Australia,['Artistic Swimming'],['Team'],20,Yes,No,0
WALDMANN Milena,Female,Australia,Australia,['Artistic Swimming'],['Team'],20,Yes,No,0
CALOIERO Natalia,Female,Australia,Australia,['Artistic Swimming'],['Team'],21,No,No,0
KUSMAWAN Anastasia,Female,Australia,Australia,['Artistic Swimming'],['Team'],19,Yes,No,0
GAUTHIER Raphaelle,Female,Australia,Australia,['Artistic Swimming'],['Team'],19,Yes,No,0
POULIS Zoe,Female,Australia,Australia,['Artistic Swimming'],['Team'],18,Yes,No,0
ESEME Emmanuel,Male,Cameroon,Cameroon,['Athletics'],"[""Men's 100m""]",31,Yes,No,0
ANGOUNOU Linda,Female,Cameroon,Cameroon,['Athletics'],"[""Women's 400m Hurdles""]",32,Yes,No,0
GANDELMAN Omri,Male,Israel,Israel,['Football'],['Men'],24,Yes,No,0
BEN HAROSH Noam,Male,Israel,Israel,['Football'],['Men'],19,Yes,No,0
ISRAELOV Or,Male,Israel,Israel,['Football'],['Men'],20,Yes,No,0
GOLDBERG Sean,Male,Israel,Israel,['Football'],['Men'],29,Yes,No,0
FEINGOLD Ilay,Male,Israel,Israel,['Football'],['Men'],20,Yes,No,0
AZOULAY Ethane,Male,Israel,Israel,['Football'],['Men'],22,Yes,No,0
NIR ON Omer,Male,Israel,Israel,['Football'],['Men'],23,No,No,0
REVIVO Roy,Male,Israel,Israel,['Football'],['Men'],21,Yes,No,0
SHAHAR Ido,Male,Israel,Israel,['Football'],['Men'],23,Yes,No,0
ABADA Liel,Male,Israel,Israel,['Football'],['Men'],23,Yes,No,0
TURGEMAN Dor,Male,Israel,Israel,['Football'],['Men'],21,Yes,No,0
GLOUKH Oscar,Male,Israel,Israel,['Football'],['Men'],20,Yes,No,0
LEMKIN Stav,Male,Israel,Israel,['Football'],['Men'],21,Yes,No,0
BAT-OCHIR Ser-Od,Male,Mongolia,Mongolia,['Athletics'],"[""Men's Marathon""]",43,Yes,No,0
KAIZINGER Balazs,Male,Hungary,Hungary,['Equestrian'],['Eventing Individual'],45,Yes,No,0
KOPECKY Julia,Female,Czechia,Czechia,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",20,No,No,0
VACEK Mathias,Male,Czechia,Czechia,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",22,No,No,0
BAYARTSOGT Munkhzaya,Female,Mongolia,Mongolia,['Athletics'],"[""Women's Marathon""]",31,Yes,No,0
GALBADRAKH Khishigsaikhan,Female,Mongolia,Mongolia,['Athletics'],"[""Women's Marathon""]",34,Yes,No,0
DOYLE Cathal,Male,Ireland,Ireland,['Athletics'],"[""Men's 1500m""]",27,No,No,0
BECKER Sophie,Female,Ireland,Ireland,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",27,Yes,No,0
JONES Jade,Female,Great Britain,Great Britain,['Taekwondo'],['Women -57kg'],31,Yes,No,0
LUPULESKU Izabela,Female,Serbia,Serbia,['Table Tennis'],"[""Women's Singles""]",25,No,No,0
ARUNOVIC Zorana,Female,Serbia,Serbia,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",38,Yes,Yes,1
KOVACEVIC Lazar,Male,Serbia,Serbia,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",27,Yes,No,0
MIKEC Damir,Male,Serbia,Serbia,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",40,Yes,Yes,1
PERISIC Aleksandra,Female,Serbia,Serbia,['Taekwondo'],['Women -67kg'],22,Yes,Yes,1
KORNEEV Lev,Male,Serbia,Serbia,['Taekwondo'],['Men -58kg'],19,No,No,0
TAKOV Stefan,Male,Serbia,Serbia,['Taekwondo'],['Men -80kg'],22,No,No,0
DJOKOVIC Novak,Male,Serbia,Serbia,['Tennis'],"[""Men's Singles""]",37,No,Yes,1
LAJOVIC Dusan,Male,Serbia,Serbia,['Tennis'],"[""Men's Singles""]",34,Yes,No,0
KOVINIC Danka,Female,Montenegro,Montenegro,['Tennis'],"[""Women's Singles""]",30,Yes,No,0
CUK Milos,Male,Serbia,Serbia,['Water Polo'],['Men'],34,Yes,Yes,1
DEDOVIC Nikola,Male,Serbia,Serbia,['Water Polo'],['Men'],32,Yes,Yes,1
DRASOVIC Radomir,Male,Serbia,Serbia,['Water Polo'],['Men'],27,Yes,Yes,1
FILIPOVIC Radoslav,Male,Serbia,Serbia,['Water Polo'],['Men'],27,Yes,Yes,1
JAKSIC Petar,Male,Serbia,Serbia,['Water Polo'],['Men'],23,Yes,Yes,1
JAKSIC Nikola,Male,Serbia,Serbia,['Water Polo'],['Men'],27,Yes,Yes,1
MANDIC Dusan,Male,Serbia,Serbia,['Water Polo'],['Men'],30,Yes,Yes,1
MISOVIC Vladimir,Male,Serbia,Serbia,['Water Polo'],['Men'],23,Yes,Yes,1
RANDELOVIC Sava,Male,Serbia,Serbia,['Water Polo'],['Men'],31,Yes,Yes,1
RASOVIC Viktor,Male,Serbia,Serbia,['Water Polo'],['Men'],31,Yes,Yes,1
